access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,ev_network_ids.station,ev_network_ids.posts,access,has_level2,has_dc_fast,total_ports,charging_type
private,7:30am-8:30pm daily; for customers only,NA,NA,8/9/2022,NA,ELEC,Private,84441,NA,9/15/2011,P,NA,NA,E,NA,CAR_DEALER,Carter Chevrolet,NA,9/28/2023 2:06,200-9,49.316582,-123.095784,North Vancouver,CA,NA,NA,BC,800 Automall Dr,V7P 3R8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,5,Non-Networked,NA,NA,Free,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7:30-20:30 tous les jours; pour les clients seulement,NA,NA,Privé,Gratuit,"c(""Non-Networked"", ""Non-Networked"", ""Non-Networked"", ""Non-Networked"", ""Non-Networked""), c(1, 1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list(), list()), c(NA, NA, NA, NA, NA), c(1, 1, 1, 1, 1), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0)",NA,NA,private,TRUE,FALSE,5,Level 2 Only
public,24 hours daily,NA,NA,8/15/2024,NA,ELEC,Public,84190,NA,3/15/2013,LG,NA,FALSE,E,NA,MUNI_GOV,Dawson Creek City Hall,250-784-3600,4/24/2025 19:54,200-9,55.760421,-120.235362,Dawson Creek,CA,Next to the Fire Hall,NA,BC,10105 12A St,V1G 3V7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,À côté de la station de pompiers,NA,Public,Gratuit,"c(""Non-Networked"", ""Non-Networked""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,public,TRUE,FALSE,2,Level 2 Only
public,10am-5pm daily; open from March to June,NA,NA,3/5/2020,NA,ELEC,Public,84192,NA,3/31/2018,P,NA,FALSE,E,NA,PARK,West Coast Railway Heritage Park,604-898-9336,6/7/2021 17:08,200-9,49.728645,-123.159901,Squamish,CA,NA,NA,BC,39645 Government Rd,V5C 2K3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:00-17:00 tous les jours; ouvert en Mars jusqu'en Juin,NA,NA,Public,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,public,TRUE,FALSE,1,Level 2 Only
private,24 hours daily; for guest use only,NA,NA,9/12/2024,NA,ELEC,Private,84196,LD,3/15/2014,P,NA,NA,E,NA,HOTEL,Victoria Regent Hotel and Suites,NA,9/3/2025 20:19,200-9,48.426584,-123.370547,Victoria,CA,NA,NA,BC,1234 Wharf St,V8W 3H9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour; Ã  l'usage des clients seulement,NA,NA,Privé,Gratuit,"c(""Non-Networked"", ""Non-Networked""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,private,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,7/8/2022,NA,ELEC,Public,84197,MD,5/15/2013,LG,NA,FALSE,E,NA,OFFICE_BLDG,District Office Parking Lot,250-783-9901,10/6/2023 2:55,GPS,56.02604395,-121.9144369,Hudson's Hope,CA,NA,NA,BC,9904 Dudley Dr,V0C 1V0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,11/6/2024,NA,ELEC,Public,84198,LD,3/15/2014,LG,NA,FALSE,E,NA,STREET_PARKING,Town of Hope,604-860-0930,4/24/2025 19:54,GPS,49.37986856,-121.4414873,Hope,CA,In a dedicated street parking stall opposite The Blue Moose Cafe,NA,BC,325 Wallace St,V0X 1L0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Sun Country Highway,https://suncountryhighway.ca,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,"Stationnement reservée dans la rue, près du café Blue Moose",NA,Public,Gratuit,"Sun Country Highway, 1, 2, list(list()), 8.4, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,A Cash D Debit M V,7/11/2024,NA,ELEC,Public,84200,LD,8/28/2020,LG,"349841, private, ELEC",FALSE,E,NA,MUNI_GOV,District of Invermere Municipal Office,250-342-9281,10/14/2025 19:49,200-9,50.505845,-116.030617,Invermere,CA,Located on the east wall of the Municipal Building facing 8th avenue north,NA,BC,914 8th Ave,V0A 1K0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,"Située sur le mur est du bâtiment municipal, orientée vers 8th avenue Nord",NA,Public,NA,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,6/6/2025,10/15/2025,ELEC,TEMPORARILY UNAVAILABLE (Public),84201,LD,5/15/2014,P,NA,FALSE,T,NA,OFFICE_BLDG,Dockside Realty,866-629-3166,6/6/2025 14:40,200-9,48.803219,-123.276478,Pender Island,CA,NA,NA,BC,4301 Bedwell Harbour Rd,V0N 2M1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,TEMPORAIREMENT SUSPENDU (Public),Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,public,TRUE,FALSE,1,Level 2 Only
public,NA,NA,NA,NA,NA,ELEC,PLANNED - not yet accessible (Public),84206,NA,NA,P,NA,FALSE,P,NA,REC_SPORTS_FACILITY,Thetis Island Community Association,250-246-1518,3/11/2025 15:26,200-8,48.98515,-123.67672,Thetis Island,CA,NA,NA,BC,62 N Cove Rd,V0R 2Y0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRÉVU - pas encore accessible (Public),NA,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,9/9/2021,NA,ELEC,Public,84207,LD,6/15/2013,P,NA,FALSE,E,NA,SHOPPING_CENTER,University Village Shopping Centre,250-754-4471  250-714-2729,4/5/2024 14:17,200-8,49.155138,-123.95132,Nanaimo,CA,NA,NA,BC,530 5th St,V9R 1P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,Gratuit,"c(""Non-Networked"", ""Non-Networked""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,7/11/2024,NA,ELEC,Public,84209,LD,3/20/2013,P,NA,FALSE,E,NA,MUNI_GOV,Egmont Heritage Centre,604-883-9994,6/25/2025 17:45,GPS,49.75066879,-123.9357207,Egmont,CA,NA,NA,BC,6671 Egmont Rd,V0N 1N0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,Gratuit,"c(""Non-Networked"", ""Non-Networked""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,public,TRUE,FALSE,2,Level 2 Only
private,24 hours daily; for guest use only,NA,NA,9/12/2024,NA,ELEC,Private,84210,LD,3/27/2015,P,NA,NA,E,NA,HOTEL,Element Vancouver Metrotown,NA,6/27/2025 17:10,200-8,49.229508,-123.005526,Burnaby,CA,Located on parking level 1,NA,BC,5988 Willingdon Ave,V5H 2A7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour; Ã  l'usage des clients seulement,SituÃ©e au niveau 1 du stationnement,NA,Privé,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,private,TRUE,FALSE,1,Level 2 Only
private,For owner use only,NA,NA,8/9/2022,NA,ELEC,Private,84650,LD,3/1/2017,P,NA,NA,E,NA,SHOPPING_CENTER,Toby's Liquor Store,NA,10/6/2023 4:09,200-9,49.304616,-123.031071,North Vancouver,CA,NA,NA,BC,1520 Barrow St,V7J 1B7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Å l'usage du propriétaire seulement,NA,NA,Privé,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,private,TRUE,FALSE,1,Level 2 Only
public,"8am-5pm M-F, 8am-4pm Sat; for guests only",CALL,NA,9/12/2024,NA,ELEC,Public - Call ahead,84225,HD,6/15/2011,P,NA,TRUE,E,NA,CAR_DEALER,Huber Bannister Chevrolet,250-493-2333,4/24/2025 19:54,200-9,49.497712,-119.60592,Penticton,CA,NA,NA,BC,933 Westminster Ave W,V2A 1L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8:00-17:00 LUN-VEN, 8:00-16:00 SAM; pour les clients seulement",NA,NA,Public - Appeler à l'avance,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,public,TRUE,FALSE,1,Level 2 Only
public,"5:30am-10pm M-F, 6am-8pm Sat, 7am-7pm Sun; 2 hours maximum",NA,NA,8/3/2021,NA,ELEC,Public,84237,NA,5/25/2015,P,NA,FALSE,E,NA,PAY_GARAGE,The Bay Centre Parking Lot,250-382-4411,4/2/2024 14:43,200-9,48.425067,-123.365639,Victoria,CA,NA,NA,BC,1150 Douglas St,V8W 3M9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,4,Non-Networked,NA,NA,"Charging free, parking fee required",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5:30-22:00 LUN-VEN, 6:00-20:00 Sam, 7:00-19:00 DIM; 2 heures maximum",NA,NA,Public,"Recharge gratuite, frais de stationnement requis","c(""Non-Networked"", ""Non-Networked"", ""Non-Networked"", ""Non-Networked""), c(1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list()), c(NA, NA, NA, NA), c(1, 1, 1, 1), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0)",NA,NA,public,TRUE,FALSE,4,Level 2 Only
public,24 hours daily from May-Sept; for guest use only,NA,NA,7/7/2025,NA,ELEC,Public,84241,LD,8/1/2020,P,NA,TRUE,E,NA,HOTEL,Telegraph Cove Resort,NA,7/7/2025 16:23,GPS,50.54528358,-126.8339915,Mt. Waddington,CA,NA,NA,BC,1610 Telegraph Cove Rd,V0N 3J0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour de mai à septembre; pour les clients seulement,NA,NA,Public,Gratuit,"c(""Non-Networked"", ""Non-Networked""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily; for clients only,NA,NA,9/12/2025,NA,ELEC,Public,84242,LD,10/15/2016,P,NA,TRUE,E,NA,SHOPPING_CENTER,The Rental Stop,866-538-0388,9/12/2025 22:12,200-9,48.853388,-123.516088,Salt Spring Island,CA,NA,NA,BC,327 Rainbow Rd,V8K 2M4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour; réservé aux clients,NA,NA,Public,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,public,TRUE,FALSE,1,Level 2 Only
private,24 hours daily; for private use,NA,NA,10/12/2023,NA,ELEC,Private,84904,LD,5/15/2013,P,NA,NA,E,NA,OFFICE_BLDG,Gulf Pacific Pacific Management Ltd,604-990-1500,8/16/2024 19:04,200-8,49.32083,-123.09134,North Vancouver,CA,NA,NA,BC,351 Bewicke Ave,V7M 3E9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour; pour usage privé,NA,NA,Privé,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,private,TRUE,FALSE,1,Level 2 Only
public,24 hours daily; for guest use only,NA,NA,10/13/2025,NA,ELEC,Public,84259,LD,3/15/2017,P,NA,TRUE,E,NA,HOTEL,Sooke Harbour House,250-642-0810,10/13/2025 20:53,200-9,48.356554,-123.72761,Sooke,CA,NA,NA,BC,1528 Whiffen Spit Rd,V9Z 0T4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour; à l'usage des clients seulement,NA,NA,Public,Gratuit,"c(""Non-Networked"", ""Non-Networked""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,4/10/2020,NA,ELEC,Public,84262,NA,5/15/2015,LG,NA,FALSE,E,NA,MUNI_GOV,Town of Sidney - Town Hall,250-656-1184,6/7/2021 17:08,200-9,48.650394,-123.398404,Sidney,CA,NA,NA,BC,2440 Sidney Ave,V8L 1Y7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,Non-Networked,NA,NA,Free,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,Gratuit,"c(""Non-Networked"", ""Non-Networked""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,public,TRUE,FALSE,2,Level 2 Only
private,24 hours daily,NA,NA,9/12/2025,NA,ELEC,Private,84264,LD,5/24/2018,P,NA,NA,E,NA,MUNI_GOV,District of Sicamous,NA,9/12/2025 22:12,200-9,50.836732,-118.98273,Sicamous,CA,Enter via Finlayson St,NA,BC,446 Main St,V0E 2V0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,Entrez via Finlayson St,NA,Privé,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,private,TRUE,FALSE,1,Level 2 Only
private,7am-5pm M-Sat; for service department only,NA,NA,8/9/2022,NA,ELEC,Private,84906,LD,3/1/2017,P,NA,NA,E,NA,CAR_DEALER,North Vancouver Nissan,NA,10/6/2023 3:55,200-9,49.316292,-123.099216,North Vancouver,CA,NA,NA,BC,819 Automall Dr,V7P 3R8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7:00-17:00 LUN-SAM; pour clients seulement,NA,NA,Privé,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,private,TRUE,FALSE,1,Level 2 Only
public,24 hours daily; for guest use only,NA,NA,4/9/2019,6/15/2020,ELEC,TEMPORARILY UNAVAILABLE (Public),84269,NA,3/1/2017,P,NA,FALSE,T,NA,HOTEL,Gatehouse Lodge,250-931-7558 855-725-7558,6/17/2024 16:17,200-9,48.834887,-123.526198,Salt Spring Island,CA,NA,NA,BC,108 Shepherd Hills Rd,V8K 2H8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour; Ã  l'usage des clients seulement,NA,NA,TEMPORAIREMENT SUSPENDU (Public),Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,public,TRUE,FALSE,1,Level 2 Only
public,Lot business hours,NA,NA,4/10/2020,NA,ELEC,Public,84270,NA,5/15/2015,LG,NA,FALSE,E,NA,PARKING_LOT,Town of Sidney - Third Street Parking Lot,250-656-1184,6/7/2021 17:08,200-9,48.647902,-123.397546,Sidney,CA,NA,NA,BC,9751 Third St,V8L 3A5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heures d'ouverture du stationnement,NA,NA,Public,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,5/15/2020,NA,ELEC,Public,91184,NA,1/9/2018,NA,NA,FALSE,E,NA,RESTAURANT,Tim Hortons- North Van,604-924-9897,6/10/2025 15:10,GPS,49.3061595,-123.0352976,North Vancouver,CA,NA,NA,BC,1384 Main St,V7J 1C6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",171976G01001020000,NA,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/10/2019,NA,ELEC,Public,84272,NA,3/15/2012,P,NA,FALSE,E,NA,LIBRARY,Greater Victoria Public Library,250-652-4444,6/7/2021 17:08,200-9,48.575792,-123.448599,Brentwood Bay,CA,NA,NA,BC,1209 Clarke Rd,V8M 1P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,public,TRUE,FALSE,1,Level 2 Only
private,24 hours daily; for guest use only,NA,NA,4/13/2022,NA,ELEC,Private,84305,LD,3/15/2014,P,NA,NA,E,NA,HOTEL,Hilton Whistler Resort And Spa,NA,9/27/2023 22:49,GPS,50.113325,-122.9553983,Whistler,CA,NA,NA,BC,450 Whistler Way,V0N 1B4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,Non-Networked,NA,NA,Free; parking fee,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour; Ã  l'usage des clients seulement,NA,NA,Privé,Gratuit; tarif pour le stationnement,"c(""Non-Networked"", ""Non-Networked""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(NA, NA), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",NA,NA,private,TRUE,FALSE,2,Level 2 Only
private,24 hours daily,NA,NA,7/7/2025,NA,ELEC,Private,84306,LD,2/1/2017,P,NA,NA,E,NA,HOTEL,Holiday Inn & Suites - White Spot Restaurant,NA,7/7/2025 16:23,GPS,50.69640229,-120.3614493,Kamloops,CA,NA,NA,BC,675 Tranquille Rd,V2B 3H7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Privé,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,private,TRUE,FALSE,1,Level 2 Only
private,24 hours daily; for guest use only,NA,NA,4/5/2023,NA,ELEC,Private,84308,LD,5/8/2018,P,NA,NA,E,NA,HOTEL,Holiday Inn Express,NA,10/6/2023 2:53,200-9,51.31534,-116.974555,Golden,CA,NA,NA,BC,1120 14th St N,V0A 1H0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,Non-Networked,NA,NA,Free,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour; À l'usage des clients seulement,NA,NA,Privé,Gratuit,"Non-Networked, 1, 2, list(list()), NA, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",NA,NA,private,TRUE,FALSE,1,Level 2 Only
